,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
659,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
660,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
661,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
662,Tuberculosis,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140,140
663,Tuberculosis,5,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140,140
664,Tuberculosis,5,11,19,24,25,27,28,35,41,43,47,48,50,56,117,140,140
665,Tuberculosis,5,11,14,24,25,27,28,35,41,43,47,48,50,56,117,140,140
666,Tuberculosis,5,11,14,19,25,27,28,35,41,43,47,48,50,56,117,140,140
667,Tuberculosis,5,11,14,19,24,27,28,35,41,43,47,48,50,56,117,140,140
668,Tuberculosis,5,11,14,19,24,25,28,35,41,43,47,48,50,56,117,140,140
669,Tuberculosis,5,11,14,19,24,25,27,35,41,43,47,48,50,56,117,140,140
670,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
671,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
672,Common Cold,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97,140
673,Common Cold,3,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97,140
674,Common Cold,3,5,24,25,31,47,48,50,51,52,53,54,55,56,88,97,140
675,Common Cold,3,5,14,25,31,47,48,50,51,52,53,54,55,56,88,97,140
676,Common Cold,3,5,14,24,31,47,48,50,51,52,53,54,55,56,88,97,140
677,Common Cold,3,5,14,24,25,47,48,50,51,52,53,54,55,56,88,97,140
678,Common Cold,3,5,14,24,25,31,48,50,51,52,53,54,55,56,88,97,140
679,Common Cold,3,5,14,24,25,31,47,50,51,52,53,54,55,56,88,97,140
680,Pneumonia,5,14,24,25,27,28,48,56,58,108,140,140,140,140,140,140,140
681,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
682,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
683,Pneumonia,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140,140
684,Pneumonia,5,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140,140
685,Pneumonia,5,14,25,27,28,48,50,56,58,108,140,140,140,140,140,140,140
686,Pneumonia,5,14,24,27,28,48,50,56,58,108,140,140,140,140,140,140,140
687,Pneumonia,5,14,24,25,28,48,50,56,58,108,140,140,140,140,140,140,140
688,Pneumonia,5,14,24,25,27,48,50,56,58,108,140,140,140,140,140,140,140
689,Pneumonia,5,14,24,25,27,28,50,56,58,108,140,140,140,140,140,140,140
690,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
691,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
692,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
693,Dimorphic hemmorhoids(piles),59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140,140
694,Dimorphic hemmorhoids(piles),38,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140,140
695,Dimorphic hemmorhoids(piles),38,59,61,62,140,140,140,140,140,140,140,140,140,140,140,140,140
696,Dimorphic hemmorhoids(piles),38,59,60,62,140,140,140,140,140,140,140,140,140,140,140,140,140
697,Dimorphic hemmorhoids(piles),38,59,60,61,140,140,140,140,140,140,140,140,140,140,140,140,140
698,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
699,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
700,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
701,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
702,Heart attack,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
703,Heart attack,11,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
704,Heart attack,11,27,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
705,Heart attack,11,27,28,140,140,140,140,140,140,140,140,140,140,140,140,140,140
706,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
707,Heart attack,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
708,Heart attack,11,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
709,Heart attack,11,27,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
710,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
711,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
712,Varicose veins,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
713,Varicose veins,14,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
714,Varicose veins,14,65,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
715,Varicose veins,14,65,66,68,69,118,140,140,140,140,140,140,140,140,140,140,140
716,Varicose veins,14,65,66,67,69,118,140,140,140,140,140,140,140,140,140,140,140
717,Varicose veins,14,65,66,67,68,118,140,140,140,140,140,140,140,140,140,140,140
718,Varicose veins,14,65,66,67,68,69,140,140,140,140,140,140,140,140,140,140,140
719,Varicose veins,14,65,66,67,68,118,140,140,140,140,140,140,140,140,140,140,140
720,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
721,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
722,Hypothyroidism,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
723,Hypothyroidism,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
724,Hypothyroidism,14,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
725,Hypothyroidism,14,15,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
726,Hypothyroidism,14,15,17,21,64,70,71,72,73,95,96,101,140,140,140,140,140
727,Hypothyroidism,14,15,17,18,64,70,71,72,73,95,96,101,140,140,140,140,140
728,Hypothyroidism,14,15,17,18,21,70,71,72,73,95,96,101,140,140,140,140,140
729,Hypothyroidism,14,15,17,18,21,64,71,72,73,95,96,101,140,140,140,140,140
730,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
731,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
732,Hyperthyroidism,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
733,Hyperthyroidism,14,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
734,Hyperthyroidism,14,18,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
735,Hyperthyroidism,14,18,19,28,40,58,74,80,96,101,140,140,140,140,140,140,140
736,Hyperthyroidism,14,18,19,20,40,58,74,80,96,101,140,140,140,140,140,140,140
737,Hyperthyroidism,14,18,19,20,28,58,74,80,96,101,140,140,140,140,140,140,140
738,Hyperthyroidism,14,18,19,20,28,40,74,80,96,101,140,140,140,140,140,140,140
739,Hyperthyroidism,14,18,19,20,28,40,58,80,96,101,140,140,140,140,140,140,140
740,Hypoglycemia,11,14,16,28,31,34,49,74,77,96,119,140,140,140,140,140,140
741,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
742,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
743,Hypoglycemia,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
744,Hypoglycemia,11,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
745,Hypoglycemia,11,14,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
746,Hypoglycemia,11,14,16,31,34,49,74,76,77,96,119,140,140,140,140,140,140
747,Hypoglycemia,11,14,16,28,34,49,74,76,77,96,119,140,140,140,140,140,140
748,Hypoglycemia,11,14,16,28,31,49,74,76,77,96,119,140,140,140,140,140,140
749,Hypoglycemia,11,14,16,28,31,34,74,76,77,96,119,140,140,140,140,140,140
750,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
751,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
752,Osteoarthristis,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
753,Osteoarthristis,6,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
754,Osteoarthristis,6,63,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
755,Osteoarthristis,6,63,78,82,120,140,140,140,140,140,140,140,140,140,140,140,140
756,Osteoarthristis,6,63,78,79,120,140,140,140,140,140,140,140,140,140,140,140,140
757,Osteoarthristis,6,63,78,79,82,140,140,140,140,140,140,140,140,140,140,140,140
758,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
759,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
760,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
761,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
762,Arthritis,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
763,Arthritis,80,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
764,Arthritis,80,81,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
765,Arthritis,80,81,82,120,140,140,140,140,140,140,140,140,140,140,140,140,140
766,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
767,Arthritis,80,81,82,83,140,140,140,140,140,140,140,140,140,140,140,140,140
768,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
769,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
770,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
771,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
772,(vertigo) Paroymsal  Positional Vertigo,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
773,(vertigo) Paroymsal  Positional Vertigo,11,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
774,(vertigo) Paroymsal  Positional Vertigo,11,31,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
775,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
776,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,86,140,140,140,140,140,140,140,140,140,140,140,140
777,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,140,140,140,140,140,140,140,140,140,140,140,140
778,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
779,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
780,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
781,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
782,Acne,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
783,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
784,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
785,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
786,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
787,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
788,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
789,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
790,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
791,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
792,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
793,Urinary tract infection,12,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
794,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
795,Urinary tract infection,12,89,90,140,140,140,140,140,140,140,140,140,140,140,140,140,140
796,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
797,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
798,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
799,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
800,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
801,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
802,Psoriasis,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
803,Psoriasis,1,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
804,Psoriasis,1,6,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
805,Psoriasis,1,6,124,126,127,140,140,140,140,140,140,140,140,140,140,140,140
806,Psoriasis,1,6,124,125,127,140,140,140,140,140,140,140,140,140,140,140,140
807,Psoriasis,1,6,124,125,126,140,140,140,140,140,140,140,140,140,140,140,140
808,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
809,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
810,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
811,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
812,Impetigo,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
813,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
814,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
815,Impetigo,1,25,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
816,Impetigo,1,25,128,130,140,140,140,140,140,140,140,140,140,140,140,140,140
817,Impetigo,1,25,128,129,140,140,140,140,140,140,140,140,140,140,140,140,140
818,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
819,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
820,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
821,Fungal infection,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
822,Fungal infection,0,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
823,Fungal infection,0,1,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
824,Fungal infection,0,1,2,140,140,140,140,140,140,140,140,140,140,140,140,140,140
825,Fungal infection,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
826,Fungal infection,0,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
827,Fungal infection,0,1,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
828,Fungal infection,0,1,2,140,140,140,140,140,140,140,140,140,140,140,140,140,140
829,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
830,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
831,Allergy,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
832,Allergy,3,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
833,Allergy,3,4,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
834,Allergy,3,4,5,140,140,140,140,140,140,140,140,140,140,140,140,140,140
835,Allergy,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
836,Allergy,3,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
837,Allergy,3,4,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
838,Allergy,3,4,5,140,140,140,140,140,140,140,140,140,140,140,140,140,140
839,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
840,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
841,GERD,7,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
842,GERD,7,8,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
843,GERD,7,8,9,24,56,140,140,140,140,140,140,140,140,140,140,140,140
844,GERD,7,8,9,11,56,140,140,140,140,140,140,140,140,140,140,140,140
845,GERD,7,8,9,11,24,140,140,140,140,140,140,140,140,140,140,140,140
846,GERD,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
847,GERD,7,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
848,GERD,7,8,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
849,GERD,7,8,9,24,56,140,140,140,140,140,140,140,140,140,140,140,140
850,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
851,Chronic cholestasis,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140,140
852,Chronic cholestasis,0,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140,140
853,Chronic cholestasis,0,11,34,35,39,43,140,140,140,140,140,140,140,140,140,140,140
854,Chronic cholestasis,0,11,32,35,39,43,140,140,140,140,140,140,140,140,140,140,140
855,Chronic cholestasis,0,11,32,34,39,43,140,140,140,140,140,140,140,140,140,140,140
856,Chronic cholestasis,0,11,32,34,35,43,140,140,140,140,140,140,140,140,140,140,140
857,Chronic cholestasis,0,11,32,34,35,39,140,140,140,140,140,140,140,140,140,140,140
858,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
859,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
860,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
861,Drug Reaction,0,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
862,Drug Reaction,0,1,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
863,Drug Reaction,0,1,7,13,140,140,140,140,140,140,140,140,140,140,140,140,140
864,Drug Reaction,0,1,7,12,140,140,140,140,140,140,140,140,140,140,140,140,140
865,Drug Reaction,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
866,Drug Reaction,0,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
867,Drug Reaction,0,1,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
868,Drug Reaction,0,1,7,13,140,140,140,140,140,140,140,140,140,140,140,140,140
869,Drug Reaction,0,1,7,12,140,140,140,140,140,140,140,140,140,140,140,140,140
870,Peptic ulcer diseae,11,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
871,Peptic ulcer diseae,11,30,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
872,Peptic ulcer diseae,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
873,Peptic ulcer diseae,11,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
874,Peptic ulcer diseae,11,30,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
875,Peptic ulcer diseae,11,30,35,92,93,140,140,140,140,140,140,140,140,140,140,140,140
876,Peptic ulcer diseae,11,30,35,39,93,140,140,140,140,140,140,140,140,140,140,140,140
877,Peptic ulcer diseae,11,30,35,39,92,140,140,140,140,140,140,140,140,140,140,140,140
878,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
879,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
880,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
881,AIDS,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
882,AIDS,10,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
883,AIDS,10,22,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
884,AIDS,10,22,25,140,140,140,140,140,140,140,140,140,140,140,140,140,140
885,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
886,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
887,AIDS,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
888,AIDS,10,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
889,AIDS,10,22,25,140,140,140,140,140,140,140,140,140,140,140,140,140,140
890,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
891,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
892,Diabetes ,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140,140
893,Diabetes ,14,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140,140
894,Diabetes ,14,19,21,23,49,67,74,104,105,140,140,140,140,140,140,140,140
895,Diabetes ,14,19,20,23,49,67,74,104,105,140,140,140,140,140,140,140,140
896,Diabetes ,14,19,20,21,49,67,74,104,105,140,140,140,140,140,140,140,140
897,Diabetes ,14,19,20,21,23,67,74,104,105,140,140,140,140,140,140,140,140
898,Diabetes ,14,19,20,21,23,49,74,104,105,140,140,140,140,140,140,140,140
899,Diabetes ,14,19,20,21,23,49,67,104,105,140,140,140,140,140,140,140,140
900,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
901,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
902,Gastroenteritis,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
903,Gastroenteritis,11,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
904,Gastroenteritis,11,26,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
905,Gastroenteritis,11,26,29,140,140,140,140,140,140,140,140,140,140,140,140,140,140
906,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
907,Gastroenteritis,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
908,Gastroenteritis,11,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
909,Gastroenteritis,11,26,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
910,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
911,Bronchial Asthma,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
912,Bronchial Asthma,14,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
913,Bronchial Asthma,14,24,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
914,Bronchial Asthma,14,24,25,106,107,140,140,140,140,140,140,140,140,140,140,140,140
915,Bronchial Asthma,14,24,25,27,107,140,140,140,140,140,140,140,140,140,140,140,140
916,Bronchial Asthma,14,24,25,27,106,140,140,140,140,140,140,140,140,140,140,140,140
917,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
918,Bronchial Asthma,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
919,Bronchial Asthma,14,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
920,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
921,Hypertension ,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
922,Hypertension ,31,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
923,Hypertension ,31,56,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
924,Hypertension ,31,56,64,109,140,140,140,140,140,140,140,140,140,140,140,140,140
925,Hypertension ,31,56,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
926,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
927,Hypertension ,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
928,Hypertension ,31,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
929,Hypertension ,31,56,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
930,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
931,Migraine,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140,140
932,Migraine,8,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140,140
933,Migraine,8,30,49,74,81,95,96,110,140,140,140,140,140,140,140,140,140
934,Migraine,8,30,31,74,81,95,96,110,140,140,140,140,140,140,140,140,140
935,Migraine,8,30,31,49,81,95,96,110,140,140,140,140,140,140,140,140,140
936,Migraine,8,30,31,49,74,95,96,110,140,140,140,140,140,140,140,140,140
937,Migraine,8,30,31,49,74,81,96,110,140,140,140,140,140,140,140,140,140
938,Migraine,8,30,31,49,74,81,95,110,140,140,140,140,140,140,140,140,140
939,Migraine,8,30,31,49,74,81,95,96,140,140,140,140,140,140,140,140,140
940,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
941,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
942,Cervical spondylosis,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
943,Cervical spondylosis,37,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
944,Cervical spondylosis,37,57,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
945,Cervical spondylosis,37,57,63,85,140,140,140,140,140,140,140,140,140,140,140,140,140
946,Cervical spondylosis,37,57,63,64,140,140,140,140,140,140,140,140,140,140,140,140,140
947,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
948,Cervical spondylosis,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
949,Cervical spondylosis,37,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
950,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
951,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
952,Paralysis (brain hemorrhage),31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
953,Paralysis (brain hemorrhage),11,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
954,Paralysis (brain hemorrhage),11,31,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
955,Paralysis (brain hemorrhage),11,31,87,140,140,140,140,140,140,140,140,140,140,140,140,140,140
956,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
957,Paralysis (brain hemorrhage),31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
958,Paralysis (brain hemorrhage),11,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
959,Paralysis (brain hemorrhage),11,31,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
960,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
961,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
962,Jaundice,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140,140
963,Jaundice,0,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140,140
964,Jaundice,0,11,19,25,32,33,39,140,140,140,140,140,140,140,140,140,140
965,Jaundice,0,11,14,25,32,33,39,140,140,140,140,140,140,140,140,140,140
966,Jaundice,0,11,14,19,32,33,39,140,140,140,140,140,140,140,140,140,140
967,Jaundice,0,11,14,19,25,33,39,140,140,140,140,140,140,140,140,140,140
968,Jaundice,0,11,14,19,25,32,39,140,140,140,140,140,140,140,140,140,140
969,Jaundice,0,11,14,19,25,32,33,140,140,140,140,140,140,140,140,140,140
970,Malaria,5,11,25,28,31,34,97,140,140,140,140,140,140,140,140,140,140
